Assembly Accession	Assembly Name	Assembly LongName	Assembly Level	Assembly Refseq Category	Assembly BioProject Accession	Organism Taxonomic ID	Organism Name	Assembly BioSample Description Organism Name	ANI Submitted organism	Assembly BioSample Strain	Assembly BioSample Isolate	Assembly BioSample Accession	Assembly BioSample Sample name	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Isolation source	Assembly BioSample Source type	Assembly BioSample Geographic location	Assembly BioSample Latitude and Longitude	Assembly BioSample Collection date	Assembly BioSample Collected by	Assembly BioSample Identified by	Assembly BioSample Submission date	Assembly BioSample Publication date	Assembly Sequencing Tech	Assembly Assembly Method
GCF_046028675.1	ASM4602867v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-1410		SAMN40438280		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.237	2024-12-16T12:40:18.733	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046028685.1	ASM4602868v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-1268		SAMN40438278		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.213	2024-12-16T12:40:18.713	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046028835.1	ASM4602883v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0981		SAMN40438276		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.193	2024-12-16T12:40:18.697	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046028845.1	ASM4602884v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0817		SAMN40438274		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.177	2024-12-16T12:40:18.680	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046028905.1	ASM4602890v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0954		SAMN40438275		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.187	2024-12-16T12:40:18.690	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046028955.1	ASM4602895v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0629		SAMN40438272		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.157	2024-12-16T12:40:18.660	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046028965.1	ASM4602896v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0657		SAMN40438273		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.167	2024-12-16T12:40:18.670	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029015.1	ASM4602901v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0502		SAMN40438271		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.147	2024-12-16T12:40:18.653	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029055.1	ASM4602905v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0421		SAMN40438270		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.137	2024-12-16T12:40:18.643	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029115.1	ASM4602911v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0386		SAMN40438269		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.123	2024-12-16T12:40:18.637	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029135.1	ASM4602913v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0201		SAMN40438267		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.103	2024-12-16T12:40:18.617	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029195.1	ASM4602919v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0380		SAMN40438268		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.113	2024-12-16T12:40:18.627	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029275.1	ASM4602927v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0100		SAMN40438265		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.083	2024-12-16T12:40:18.597	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029285.1	ASM4602928v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0073		SAMN40438264		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.077	2024-12-16T12:40:18.587	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029295.1	ASM4602929v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0144		SAMN40438266		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.093	2024-12-16T12:40:18.603	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029375.1	ASM4602937v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0034		SAMN40438263		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.063	2024-12-16T12:40:18.580	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029405.1	ASM4602940v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N23-0007		SAMN40438262		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2023	NENT		2024-03-13T10:16:07.053	2024-12-16T12:40:18.570	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029495.1	ASM4602949v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-3635		SAMN40438261		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:07.037	2024-12-16T12:40:18.560	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029555.1	ASM4602955v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-3440		SAMN40438260		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:07.027	2024-12-16T12:40:18.553	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029575.1	ASM4602957v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-2081		SAMN40438257		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.990	2024-12-16T12:40:18.527	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029585.1	ASM4602958v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-3095		SAMN40438259		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:07.017	2024-12-16T12:40:18.543	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029605.1	ASM4602960v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-2412		SAMN40438258		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:07.000	2024-12-16T12:40:18.533	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029715.1	ASM4602971v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-1978		SAMN40438256		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.977	2024-12-16T12:40:18.520	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029735.1	ASM4602973v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-1749		SAMN40438255		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.967	2024-12-16T12:40:18.510	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029815.1	ASM4602981v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-1612		SAMN40438252		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.940	2024-12-16T12:40:18.480	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029855.1	ASM4602985v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-1725		SAMN40438254		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.957	2024-12-16T12:40:18.500	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029865.1	ASM4602986v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-1628		SAMN40438253		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.947	2024-12-16T12:40:18.493	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029885.1	ASM4602988v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-1425		SAMN40438251		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.930	2024-12-16T12:40:18.473	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029905.1	ASM4602990v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-1408		SAMN40438250		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.920	2024-12-16T12:40:18.463	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046029995.1	ASM4602999v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-1346		SAMN40438249		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.910	2024-12-16T12:40:18.457	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046030015.1	ASM4603001v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-1321		SAMN40438248		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.900	2024-12-16T12:40:18.447	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046030025.1	ASM4603002v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-1172		SAMN40438246		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.880	2024-12-16T12:40:18.430	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046030055.1	ASM4603005v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0977		SAMN40438245		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.867	2024-12-16T12:40:18.423	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046030085.1	ASM4603008v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-1245		SAMN40438247		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.890	2024-12-16T12:40:18.440	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046032795.1	ASM4603279v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0908		SAMN40438244		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.857	2024-12-16T12:40:18.413	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046032835.1	ASM4603283v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0907		SAMN40438243		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.847	2024-12-16T12:40:18.407	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046032875.1	ASM4603287v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0838		SAMN40438241		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.827	2024-12-16T12:40:18.390	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046032895.1	ASM4603289v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0654		SAMN40438239		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.807	2024-12-16T12:40:18.373	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046032915.1	ASM4603291v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0841		SAMN40438242		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.837	2024-12-16T12:40:18.400	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046032935.1	ASM4603293v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0432		SAMN40438238		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.797	2024-12-16T12:40:18.363	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046032955.1	ASM4603295v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0655		SAMN40438240		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.817	2024-12-16T12:40:18.380	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046032975.1	ASM4603297v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0354		SAMN40438236		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.770	2024-12-16T12:40:18.347	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046032995.1	ASM4603299v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0429		SAMN40438237		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.783	2024-12-16T12:40:18.357	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033015.1	ASM4603301v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0181		SAMN40438234		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.747	2024-12-16T12:40:18.330	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033035.1	ASM4603303v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0210		SAMN40438235		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.757	2024-12-16T12:40:18.340	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033055.1	ASM4603305v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0130		SAMN40438233		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.733	2024-12-16T12:40:18.297	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033075.1	ASM4603307v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N22-0103		SAMN40438232		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2022	NENT		2024-03-13T10:16:06.723	2024-12-16T12:40:18.287	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033095.1	ASM4603309v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-3966		SAMN40438230		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.703	2024-12-16T12:40:18.270	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033115.1	ASM4603311v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-3847		SAMN40438229		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.693	2024-12-16T12:40:18.260	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033135.1	ASM4603313v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-0872		SAMN40438231		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.713	2024-12-16T12:40:18.277	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033155.1	ASM4603315v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-3842		SAMN40438228		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.683	2024-12-16T12:40:18.250	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033175.1	ASM4603317v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-3589		SAMN40438227		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.673	2024-12-16T12:40:18.243	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033195.1	ASM4603319v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-2622		SAMN40438224		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.647	2024-12-16T12:40:18.217	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033215.1	ASM4603321v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-3357		SAMN40438226		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.663	2024-12-16T12:40:18.233	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033235.1	ASM4603323v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-3104		SAMN40438225		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.653	2024-12-16T12:40:18.227	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033255.1	ASM4603325v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-2284		SAMN40438223		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.637	2024-12-16T12:40:18.210	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033275.1	ASM4603327v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-2068		SAMN40438222		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.627	2024-12-16T12:40:18.200	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033295.1	ASM4603329v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-1611		SAMN40438220		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.600	2024-12-16T12:40:18.183	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033315.1	ASM4603331v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-1582		SAMN40438219		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.587	2024-12-16T12:40:18.177	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033335.1	ASM4603333v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-1848		SAMN40438221		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.613	2024-12-16T12:40:18.193	Illumina MiniSeq	Skesa v. 2.5.1
GCF_046033355.1	ASM4603335v1		Contig		PRJNA1087294	630	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	N21-1467		SAMN40438218		Homo sapiens	unknown	unknown		Switzerland:Zurich	47.40 N 8.55 E	2021	NENT		2024-03-13T10:16:06.570	2024-12-16T12:40:18.167	Illumina MiniSeq	Skesa v. 2.5.1
